timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,session_session_length,daily_Estimated Revenue,platform_platform_share,ccu_playing,sort_sort_position,daily_rpv,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-09 00:00:00+00:00,0,0,0,5230777510,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-09-10 00:00:00+00:00,0,0,0,5230777510,26858.0,184.6266769062389,196027.0,0.0113052744418382,1165.0,397.0,1.097097125306517,97.04562377929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196027.0,1165.0,26858.0,97.04562377929688,0.0113052744418382,184.6266769062389,196027.0,1165.0,26858.0,97.04562377929688,0.0113052744418382,184.6266769062389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.11921097770156,7.298372984846792,0.043374660262854164,0.000941838293030786,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-09-11 00:00:00+00:00,0,0,0,5230777510,38992.0,132.59041771135833,221787.0,0.0092754010111093,954.0,350.0,1.0591072072380918,96.68526458740234,196027.0,1165.0,26858.0,97.04562377929688,0.0113052744418382,184.6266769062389,0.0,0.0,0.0,0.0,0.0,0.0,208907.0,1059.5,32925.0,96.86544418334961,0.01029033772647375,158.60854730879862,208907.0,1059.5,32925.0,96.86544418334961,0.01029033772647375,158.60854730879862,0.0,13.141046896600983,0.0,-18.11158798283262,0.0,45.17834537195622,0.0,-17.95510087943384,0.0,-0.3713296672852251,0.08719224670961465,0.08719224670961465,232.23769633507854,5.687867053060806,0.024465929782268612,0.0005978250298093599,0.0,0.0,1.0,1.0,1.0,18215.070683365466,18215.070683365466,149.19953083036154,149.19953083036154,8580.033682917569,8580.033682917569,2,1.0
2025-09-12 00:00:00+00:00,0,0,0,5230777510,33523.0,55.16618659279563,243929.0,0.0055663390085101,694.0,320.0,0.9734818990691976,96.3235321044922,221787.0,954.0,38992.0,96.68526458740234,0.0092754010111093,132.59041771135833,0.0,0.0,0.0,0.0,0.0,0.0,220581.0,937.6666666666666,33124.333333333336,96.68480682373047,0.008715671487152533,124.12776040346428,220581.0,937.6666666666666,33124.333333333336,96.68480682373047,0.008715671487152533,124.12776040346428,0.0,9.983452591901232,0.0,-27.253668763102723,0.0,-14.025954041854739,0.0,-39.9881579045132,0.0,-0.3741340363020318,0.10868461581077188,0.10868461581077188,350.9769784172662,7.27624985085312,0.020701586922801576,0.0002261558094239972,0.0,0.0,1.0,1.0,1.0,23973.761240155873,23973.761240155873,235.92442292677825,235.92442292677825,6076.815805447236,6076.815805447236,3,1.0
2025-09-13 00:00:00+00:00,0,1,0,5230777510,30252.0,70.22117747431216,279873.0,0.0037987034302204,559.0,294.0,0.9930553501937716,96.11256408691406,243929.0,694.0,33523.0,96.3235321044922,0.0055663390085101,55.16618659279563,0.0,0.0,0.0,0.0,0.0,0.0,235404.0,843.0,32406.25,96.54174613952637,0.0074864294729195,110.65111467117626,235404.0,843.0,32406.25,96.54174613952637,0.0074864294729195,110.65111467117626,0.0,14.735435311094625,0.0,-19.45244956772334,0.0,-9.757479939146263,0.0,-31.75580171432695,0.0,-0.21902022586680614,0.1509120009179386,0.1509120009179386,499.7732142857143,9.251082537269031,0.01847750636300532,0.00025090282582273507,0.0,0.0,1.0,1.0,1.0,35525.288664086416,35525.288664086416,270.099981488337,270.099981488337,5165.368807419919,5165.368807419919,4,1.0
2025-09-14 00:00:00+00:00,0,1,0,5230777510,36532.0,72.30918743299401,280154.0,0.0034523222129791,421.0,292.0,0.8817234810197799,95.79967498779295,279873.0,559.0,30252.0,96.11256408691406,0.0037987034302204,70.22117747431216,0.0,0.0,0.0,0.0,0.0,0.0,244354.0,758.6,33231.4,96.3933319091797,0.00667960802093142,102.9827292235398,244354.0,758.6,33231.4,96.3933319091797,0.00667960802093142,102.9827292235398,0.0,0.1004026826453508,0.0,-24.686940966010727,0.0,20.758958085415834,0.0,-9.118406414296032,0.0,-0.32554443021430846,0.15020069357649501,0.15020069357649501,663.872037914692,7.668518873347384,0.011523827772151206,0.00025810421885382736,0.0,0.0,1.0,1.0,1.0,36702.14027819086,36702.14027819086,300.55332305599285,300.55332305599285,4838.919176841044,4838.919176841044,5,1.0
2025-09-15 00:00:00+00:00,0,0,0,5230777510,36631.0,43.302119711171024,263038.0,0.0080737750977277,888.0,317.0,0.7447625103169041,95.57840728759766,280154.0,421.0,36532.0,95.79967498779295,0.0034523222129791,72.30918743299401,0.0,0.0,0.0,0.0,0.0,0.0,247468.0,780.1666666666666,33798.0,96.25751113891602,0.006911969200397466,93.03596097147835,247468.0,780.1666666666666,33798.0,96.25751113891602,0.006911969200397466,93.03596097147835,0.0,-6.109496919551393,0.0,110.92636579572445,0.0,0.27099529179897,0.0,133.86505081634965,0.0,-0.23096915540005147,0.1361869964459765,0.1361869964459765,295.880764904387,7.1805525223848,0.02424110067700371,0.00016462243131691888,0.0,0.0,1.0,1.0,1.0,33701.92363649292,33701.92363649292,273.9645354177556,273.9645354177556,4545.142946046912,4545.142946046912,5,0.9389050308044861
2025-09-16 00:00:00+00:00,0,0,0,5230777510,54124.0,56.0428993918679,174149.0,0.0042634983547031,597.0,442.0,0.4316647273719773,95.22750091552734,263038.0,888.0,36631.0,95.57840728759766,0.0080737750977277,43.302119711171024,0.0,0.0,0.0,0.0,0.0,0.0,236993.85714285713,754.0,36701.71428571428,96.11036682128906,0.006533616222441128,87.75123788867685,236993.85714285713,754.0,36701.71428571428,96.11036682128906,0.006533616222441128,87.75123788867685,0.0,-33.79321618929584,0.0,-32.770270270270274,0.0,47.75463405312441,0.0,-47.193248473034274,0.0,-0.36713979865182766,0.17471406303797238,0.17471406303797238,291.2190635451505,3.2175334872979215,0.011030023094688222,0.00032180820782008556,-0.29256929670061116,0.0,1.0,1.0,1.0,41406.15969646936,41406.15969646936,259.4995183039845,259.4995183039845,8731.332481629703,8731.332481629703,5,0.6216188239325514
2025-09-17 00:00:00+00:00,0,0,0,5230777510,36064.0,25.956930351257324,113532.0,0.0058472771197557,486.0,0.0,0.2550640861686495,95.17839813232422,174149.0,597.0,54124.0,95.22750091552734,0.0042634983547031,56.0428993918679,196027.0,1165.0,26858.0,97.04562377929688,0.0113052744418382,184.6266769062389,225208.85714285713,657.0,38016.857142857145,95.84362030029297,0.005753902319286485,65.0841312379652,221561.125,720.5,36622.0,95.99387073516846,0.00644782383460545,80.02694944649942,-42.083488499033294,-34.80754985673188,-58.283261802575105,-18.592964824120607,34.27656564152208,-33.367822038282455,-48.27832663560751,37.14739946611027,-1.9240699108896808,-0.05156365832458265,0.2622025210587182,0.2622025210587182,233.1252566735113,3.147982808817413,0.013475668931096632,0.000228628947982149,-0.25881494794572707,0.0,0.998434791370274,1.0164637733395565,0.8923789586814251,58093.8855436058,58093.8855436058,258.25955935840983,258.25955935840983,8086.786806707771,8086.786806707771,5,0.4052485418733982
2025-09-18 00:00:00+00:00,0,0,0,5230777510,21005.0,39.88524475097656,81234.0,0.0040335464291274,340.0,0.0,0.1684715544387104,95.21666717529295,113532.0,486.0,36064.0,95.17839813232422,0.0058472771197557,25.956930351257324,221787.0,954.0,38992.0,96.68526458740234,0.0092754010111093,132.59041771135833,205129.85714285713,569.2857142857143,35447.28571428572,95.63382066999164,0.005005065950431929,51.8405351007678,205969.22222222222,678.2222222222222,34886.77777777778,95.90751478407118,0.006179570789552333,75.56676003588576,-63.37296595382056,-28.448366980234653,-64.36058700209644,-30.04115226337448,-46.12997537956504,-41.75632209405501,-56.51350896531206,-31.018380922983823,-1.5189464686025556,0.0402076980908328,0.34811412161284755,0.34811412161284755,238.22287390029325,3.867180805484147,0.016185851661430068,0.0004909859635745253,-0.20575359889438438,0.0,0.9971462703971035,0.9959248033744601,0.8099374731484403,71700.79487317029,71700.79487317029,272.85058996535895,272.85058996535895,9182.62332857253,9182.62332857253,5,0.289961949499204
2025-09-19 00:00:00+00:00,0,0,0,5230777510,20581.0,54.945303440093994,56743.0,0.0019627516157925,265.0,0.0,0.1108623960344832,95.2469253540039,81234.0,340.0,21005.0,95.21666717529295,0.0040335464291274,39.88524475097656,243929.0,694.0,33523.0,96.3235321044922,0.0055663390085101,55.16618659279563,178389.0,508.0,33598.42857142857,95.48001970563617,0.004490267751472272,51.80898036466757,191046.6,636.9,33456.2,95.84145584106446,0.0057578888721763494,73.50461437630659,-76.73790324233691,-30.14870620676071,-61.81556195965419,-22.058823529411764,-38.60632998240015,-2.0185670078552764,-64.73891344397555,-51.33930772139115,-1.117698579948656,0.03177823758024889,0.4315264620066205,0.4315264620066205,213.31954887218046,2.756923525410553,0.012875327956466816,0.0009683015550559353,-0.14867646353584943,0.0,0.9962288121329493,0.9337460075185845,0.7798461990418815,82441.66337639402,82441.66337639402,288.53208949208175,288.53208949208175,9768.170075414446,9768.170075414446,5,0.20254217323329313
2025-09-20 00:00:00+00:00,0,1,0,5230777510,18450.0,24.08302252633231,50172.0,0.0015350646572187,217.0,0.0,0.0952764217739284,95.2165069580078,56743.0,265.0,20581.0,95.2469253540039,0.0019627516157925,54.945303440093994,279873.0,559.0,30252.0,96.11256408691406,0.0037987034302204,70.22117747431216,145574.57142857142,459.14285714285717,31912.428571428572,95.35201154436383,0.0041668907839006,45.21781537209902,178239.81818181818,598.7272727272727,32092.0,95.78464230624112,0.005373995761725654,69.0117423899453,-82.0732975313803,-11.580283030505967,-61.18067978533095,-18.113207547169807,-39.01229670765569,-10.35421019386813,-59.58977357888568,-21.790172283267374,-0.932299681544202,-0.03193635477791723,0.49933089521725793,0.49933089521725793,230.14678899082568,2.719202211262262,0.011760880169096526,0.0004799996517316547,-0.08654648917061589,0.0,0.9954832972023417,0.8167342904270374,0.7753803628908262,89000.64797608856,89000.64797608856,301.5865019887631,301.5865019887631,10312.462848417928,10312.462848417928,5,0.17908721631674007
2025-09-21 00:00:00+00:00,0,1,0,5230777510,5173.0,20.828986167907715,0.0,0.0010122429812327,228.0,0.0,0.0,95.24453735351562,50172.0,217.0,18450.0,95.2165069580078,0.0015350646572187,24.08302252633231,280154.0,421.0,36532.0,95.79967498779295,0.0034523222129791,72.30918743299401,105552.57142857143,431.57142857142856,27432.571428571428,95.27270616803851,0.003818308036508257,37.863500905658114,163386.5,567.8333333333334,29848.75,95.73963356018066,0.005010516363351242,64.9965127047755,-100.0,-100.0,-45.843230403800476,5.069124423963123,-85.83981167195883,-71.96205962059621,-70.67935960823284,-34.058609422568054,-0.5794775758352744,0.02943858833237556,0.6073907032694668,0.6073907032694668,0.0,0.0,0.044066486277541554,20.828986167907715,-0.03410966055733461,0.0,0.9951229456936593,0.6460299438972708,0.7620587898757831,99239.44113973674,99239.44113973674,306.82089336624495,306.82089336624495,12532.559102557265,12532.559102557265,5,0.0
